,일자,구,일반승차인원,일반하차인원,일반환승인원,청소년승차인원,청소년하차인원,청소년환승인원,평균기온(°C),일강수량(mm),가조시간(hr),평균 지면온도(°C)
280,2023년 04월 29일,동구,113440,101497,24561,118253,105319,25497,14.0,7.6,13.6,15.7
281,2023년 04월 29일,서구,148871,127852,32921,156460,133714,34174,14.0,7.6,13.6,15.7
282,2023년 04월 29일,중구,86860,78327,16278,91543,81770,16956,14.0,7.6,13.6,15.7
283,2023년 04월 29일,대덕구,49217,41751,8796,51665,43480,9146,14.0,7.6,13.6,15.7
284,2023년 04월 29일,유성구,93150,83786,18189,98452,88075,19111,14.0,7.6,13.6,15.7
285,2023년 04월 30일,동구,108740,91294,22380,113607,94976,23266,13.5,0.0,13.6,18.2
286,2023년 04월 30일,서구,128212,111806,29509,135277,117279,30672,13.5,0.0,13.6,18.2
287,2023년 04월 30일,중구,78777,70532,14498,83530,74021,15118,13.5,0.0,13.6,18.2
288,2023년 04월 30일,대덕구,39709,34499,7041,41957,36107,7387,13.5,0.0,13.6,18.2
289,2023년 04월 30일,유성구,79990,74340,16166,84717,78284,16968,13.5,0.0,13.6,18.2
290,2023년 05월 01일,동구,129393,112140,29637,137225,118119,31050,14.7,0.0,13.7,20.2
291,2023년 05월 01일,서구,168674,147064,39093,178951,155162,40695,14.7,0.0,13.7,20.2
292,2023년 05월 01일,중구,93751,83393,19044,102158,89045,20121,14.7,0.0,13.7,20.2
293,2023년 05월 01일,대덕구,52975,47283,10193,57575,50511,10713,14.7,0.0,13.7,20.2
294,2023년 05월 01일,유성구,105348,97880,23238,113285,104435,24576,14.7,0.0,13.7,20.2
295,2023년 05월 02일,동구,158001,138245,41320,167397,145410,43022,17.0,0.0,13.7,21.3
296,2023년 05월 02일,서구,230193,199888,55637,242836,209598,57623,17.0,0.0,13.7,21.3
297,2023년 05월 02일,중구,122543,110407,27394,132158,116890,28759,17.0,0.0,13.7,21.3
298,2023년 05월 02일,대덕구,80165,72320,16633,85301,75929,17236,17.0,0.0,13.7,21.3
299,2023년 05월 02일,유성구,145472,131840,31488,154307,139037,32958,17.0,0.0,13.7,21.3
300,2023년 05월 03일,동구,156717,137284,41048,166303,144591,42863,19.1,0.0,13.7,23.6
301,2023년 05월 03일,서구,234442,202887,56772,245828,211640,58534,19.1,0.0,13.7,23.6
302,2023년 05월 03일,중구,121169,109716,27294,130527,115968,28617,19.1,0.0,13.7,23.6
303,2023년 05월 03일,대덕구,83534,75087,17407,88799,78814,18077,19.1,0.0,13.7,23.6
304,2023년 05월 03일,유성구,148697,134711,32205,157222,141558,33654,19.1,0.0,13.7,23.6
305,2023년 05월 04일,동구,168413,148969,42590,179166,157204,44583,20.1,1.8,13.8,24.5
306,2023년 05월 04일,서구,238675,206371,57076,254295,218398,59736,20.1,1.8,13.8,24.5
307,2023년 05월 04일,중구,128261,117946,28374,140540,126573,29912,20.1,1.8,13.8,24.5
308,2023년 05월 04일,대덕구,84120,74505,17197,89329,78297,17851,20.1,1.8,13.8,24.5
309,2023년 05월 04일,유성구,158979,141300,33180,170306,150702,35214,20.1,1.8,13.8,24.5
310,2023년 05월 05일,동구,88547,77975,18182,92841,81287,18944,19.0,83.3,13.8,19.9
311,2023년 05월 05일,서구,109213,92214,24435,116081,97217,25523,19.0,83.3,13.8,19.9
312,2023년 05월 05일,중구,64096,57012,11508,68619,60193,11963,19.0,83.3,13.8,19.9
313,2023년 05월 05일,대덕구,35558,29792,6295,37520,31134,6580,19.0,83.3,13.8,19.9
314,2023년 05월 05일,유성구,70405,60057,12536,74645,63365,13185,19.0,83.3,13.8,19.9
315,2023년 05월 06일,동구,97395,83732,20432,101733,87099,21176,15.1,38.6,13.8,17.1
316,2023년 05월 06일,서구,126264,108478,28611,134191,114246,29925,15.1,38.6,13.8,17.1
317,2023년 05월 06일,중구,72833,65058,13622,77407,68392,14157,15.1,38.6,13.8,17.1
318,2023년 05월 06일,대덕구,41294,35401,7239,43522,36902,7550,15.1,38.6,13.8,17.1
319,2023년 05월 06일,유성구,72897,64753,14000,77380,68368,14710,15.1,38.6,13.8,17.1
320,2023년 05월 07일,동구,103164,84655,19831,108373,88491,20685,12.0,0.2,13.9,14.3
321,2023년 05월 07일,서구,115218,100857,27451,123250,107106,28726,12.0,0.2,13.9,14.3
322,2023년 05월 07일,중구,70735,61805,13226,76497,65927,13975,12.0,0.2,13.9,14.3
323,2023년 05월 07일,대덕구,36080,31790,6135,38308,33381,6437,12.0,0.2,13.9,14.3
324,2023년 05월 07일,유성구,69551,67209,14975,74283,71257,15773,12.0,0.2,13.9,14.3
325,2023년 05월 08일,동구,159974,139228,40925,169135,146225,42661,13.7,0.0,13.9,17.0
326,2023년 05월 08일,서구,228762,199194,56317,239728,207707,58227,13.7,0.0,13.9,17.0
327,2023년 05월 08일,중구,123054,110158,27806,132010,116085,29157,13.7,0.0,13.9,17.0
328,2023년 05월 08일,대덕구,81127,73354,16912,86126,76906,17552,13.7,0.0,13.9,17.0
329,2023년 05월 08일,유성구,143880,130887,32212,152216,137647,33684,13.7,0.0,13.9,17.0
330,2023년 05월 09일,동구,158290,139531,41744,167204,146314,43503,16.5,0.0,13.9,19.2
331,2023년 05월 09일,서구,233884,203291,56437,245022,211913,58268,16.5,0.0,13.9,19.2
332,2023년 05월 09일,중구,125120,113035,27844,134026,119153,29190,16.5,0.0,13.9,19.2
333,2023년 05월 09일,대덕구,81423,72684,16861,86364,76126,17450,16.5,0.0,13.9,19.2
334,2023년 05월 09일,유성구,152598,137672,32968,161204,144532,34411,16.5,0.0,13.9,19.2
335,2023년 05월 10일,동구,158258,139503,41639,167383,146650,43423,17.3,0.0,13.9,20.8
336,2023년 05월 10일,서구,236778,205130,56925,248841,214519,59086,17.3,0.0,13.9,20.8
337,2023년 05월 10일,중구,126217,113862,28170,135554,120215,29551,17.3,0.0,13.9,20.8
338,2023년 05월 10일,대덕구,81565,72933,16735,86549,76401,17332,17.3,0.0,13.9,20.8
339,2023년 05월 10일,유성구,150896,136212,32914,160009,143330,34443,17.3,0.0,13.9,20.8
340,2023년 05월 11일,동구,158376,140061,41516,167498,146956,43242,18.9,0.0,14.0,22.4
341,2023년 05월 11일,서구,235369,203796,57452,247413,213073,59479,18.9,0.0,14.0,22.4
342,2023년 05월 11일,중구,126037,114332,28088,135094,120592,29447,18.9,0.0,14.0,22.4
343,2023년 05월 11일,대덕구,81461,72794,16817,86464,76277,17417,18.9,0.0,14.0,22.4
344,2023년 05월 11일,유성구,149575,135141,31896,158451,142389,33453,18.9,0.0,14.0,22.4
345,2023년 05월 12일,동구,163299,145234,40485,173546,153259,42375,18.5,0.0,14.0,22.1
346,2023년 05월 12일,서구,240080,208129,56856,255408,219912,59524,18.5,0.0,14.0,22.1
347,2023년 05월 12일,중구,127886,116506,27622,138304,123841,29080,18.5,0.0,14.0,22.1
348,2023년 05월 12일,대덕구,81265,71911,16362,86393,75602,17030,18.5,0.0,14.0,22.1
349,2023년 05월 12일,유성구,157198,140976,31790,167637,149514,33360,18.5,0.0,14.0,22.1
350,2023년 05월 13일,동구,132947,116906,28790,139222,121820,29868,18.2,0.0,14.0,23.8
351,2023년 05월 13일,서구,172826,149488,39308,183330,157524,41017,18.2,0.0,14.0,23.8
352,2023년 05월 13일,중구,97427,88863,18784,103580,93458,19558,18.2,0.0,14.0,23.8
353,2023년 05월 13일,대덕구,57602,50187,10644,60675,52419,11124,18.2,0.0,14.0,23.8
354,2023년 05월 13일,유성구,111923,101742,20344,118780,107437,21374,18.2,0.0,14.0,23.8
355,2023년 05월 14일,동구,107879,89392,21264,112989,93322,22148,17.8,0.0,14.1,22.1
356,2023년 05월 14일,서구,126578,110244,29730,135455,117014,31183,17.8,0.0,14.1,22.1
357,2023년 05월 14일,중구,73299,65521,13826,78616,69420,14439,17.8,0.0,14.1,22.1
358,2023년 05월 14일,대덕구,39117,34618,6982,41528,36349,7342,17.8,0.0,14.1,22.1
359,2023년 05월 14일,유성구,86287,81478,16990,91902,86243,17931,17.8,0.0,14.1,22.1
360,2023년 05월 15일,동구,157879,138679,40874,166692,145485,42582,20.5,0.0,14.1,25.7
361,2023년 05월 15일,서구,225478,196037,54543,237502,205434,56719,20.5,0.0,14.1,25.7
362,2023년 05월 15일,중구,122789,110280,27466,131886,116472,28893,20.5,0.0,14.1,25.7
363,2023년 05월 15일,대덕구,79875,71466,16427,84977,75060,17056,20.5,0.0,14.1,25.7
364,2023년 05월 15일,유성구,142641,129064,31722,151802,136556,33322,20.5,0.0,14.1,25.7
365,2023년 05월 16일,동구,154608,136221,40812,162983,142601,42390,23.5,0.0,14.1,27.9
366,2023년 05월 16일,서구,232408,201818,56593,243155,210129,58423,23.5,0.0,14.1,27.9
367,2023년 05월 16일,중구,123396,111637,27450,131902,117408,28768,23.5,0.0,14.1,27.9
368,2023년 05월 16일,대덕구,80119,71737,16580,85037,75126,17183,23.5,0.0,14.1,27.9
369,2023년 05월 16일,유성구,150547,135949,32864,158851,142605,34255,23.5,0.0,14.1,27.9
370,2023년 05월 17일,동구,155354,136884,41010,164093,143532,42734,23.6,0.0,14.1,28.2
371,2023년 05월 17일,서구,233738,202427,56917,245747,211591,58911,23.6,0.0,14.1,28.2
372,2023년 05월 17일,중구,123277,111019,27392,132259,117328,28786,23.6,0.0,14.1,28.2
373,2023년 05월 17일,대덕구,80400,72067,16711,85275,75442,17300,23.6,0.0,14.1,28.2
374,2023년 05월 17일,유성구,148596,134572,32389,157488,141729,33897,23.6,0.0,14.1,28.2
375,2023년 05월 18일,동구,154099,135268,40459,162547,141653,42127,19.2,0.0,14.2,21.4
376,2023년 05월 18일,서구,227798,196857,55137,238744,205284,56968,19.2,0.0,14.2,21.4
377,2023년 05월 18일,중구,121359,109486,27134,130218,115494,28451,19.2,0.0,14.2,21.4
378,2023년 05월 18일,대덕구,81589,72482,17099,86511,75814,17712,19.2,0.0,14.2,21.4
379,2023년 05월 18일,유성구,147714,133265,32049,156143,139899,33407,19.2,0.0,14.2,21.4
380,2023년 05월 19일,동구,163670,144502,40260,172576,151413,41843,20.8,0.0,14.2,23.7
381,2023년 05월 19일,서구,236119,205349,56120,249266,215354,58384,20.8,0.0,14.2,23.7
382,2023년 05월 19일,중구,126676,115694,27404,136158,122002,28752,20.8,0.0,14.2,23.7
383,2023년 05월 19일,대덕구,81853,72544,16670,86837,76064,17254,20.8,0.0,14.2,23.7
384,2023년 05월 19일,유성구,154002,138433,32170,163700,146282,33610,20.8,0.0,14.2,23.7
385,2023년 05월 20일,동구,133754,118457,30008,139415,122791,31058,20.6,0.0,14.2,26.1
386,2023년 05월 20일,서구,176339,152954,41599,186790,160995,43382,20.6,0.0,14.2,26.1
387,2023년 05월 20일,중구,99790,91695,19220,105488,96102,20014,20.6,0.0,14.2,26.1
388,2023년 05월 20일,대덕구,56262,48990,10359,59345,51164,10861,20.6,0.0,14.2,26.1
389,2023년 05월 20일,유성구,109929,99637,21376,116173,104746,22381,20.6,0.0,14.2,26.1
390,2023년 05월 21일,동구,107523,89987,21904,112380,93582,22741,18.3,0.0,14.3,24.4
391,2023년 05월 21일,서구,124619,108740,29770,132782,115037,31037,18.3,0.0,14.3,24.4
392,2023년 05월 21일,중구,72662,64702,13676,77339,68226,14261,18.3,0.0,14.3,24.4
393,2023년 05월 21일,대덕구,39080,34339,6913,41400,35939,7246,18.3,0.0,14.3,24.4
394,2023년 05월 21일,유성구,76511,72621,15544,81375,76789,16371,18.3,0.0,14.3,24.4
395,2023년 05월 22일,동구,154389,134779,40022,162838,141118,41620,17.5,5.7,14.3,22.5
396,2023년 05월 22일,서구,222558,193486,54333,233043,201592,56064,17.5,5.7,14.3,22.5
397,2023년 05월 22일,중구,118838,106635,26574,126977,111949,27797,17.5,5.7,14.3,22.5
398,2023년 05월 22일,대덕구,78350,70542,16330,82995,73821,16907,17.5,5.7,14.3,22.5
399,2023년 05월 22일,유성구,142257,129061,31454,150401,135563,32824,17.5,5.7,14.3,22.5
400,2023년 06월 01일,동구,156183,138365,41295,165153,145180,43003,22.4,0.0,14.5,25.1
401,2023년 06월 01일,서구,229452,198768,54969,241357,207866,56896,22.4,0.0,14.5,25.1
402,2023년 06월 01일,중구,123305,111109,27518,132853,117432,28911,22.4,0.0,14.5,25.1
403,2023년 06월 01일,대덕구,79920,71392,16480,84621,74573,17072,22.4,0.0,14.5,25.1
404,2023년 06월 01일,유성구,146847,132281,32000,155046,138821,33384,22.4,0.0,14.5,25.1
405,2023년 06월 02일,동구,162585,143142,40461,171778,150034,42138,21.9,0.0,14.5,26.7
406,2023년 06월 02일,서구,234804,204611,55922,246734,213725,57886,21.9,0.0,14.5,26.7
407,2023년 06월 02일,중구,125999,114599,27182,135473,121065,28552,21.9,0.0,14.5,26.7
408,2023년 06월 02일,대덕구,81207,71963,16510,86085,75247,17107,21.9,0.0,14.5,26.7
409,2023년 06월 02일,유성구,148597,132931,30965,157303,139789,32331,21.9,0.0,14.5,26.7
410,2023년 06월 03일,동구,129560,116176,28810,135508,120883,29917,21.9,0.0,14.5,26.5
411,2023년 06월 03일,서구,165814,144022,37226,175334,151295,38710,21.9,0.0,14.5,26.5
412,2023년 06월 03일,중구,97783,88968,18644,104157,93684,19516,21.9,0.0,14.5,26.5
413,2023년 06월 03일,대덕구,55989,48601,10163,59036,50754,10559,21.9,0.0,14.5,26.5
414,2023년 06월 03일,유성구,100538,90199,19414,106317,94895,20332,21.9,0.0,14.5,26.5
415,2023년 06월 04일,동구,103144,87072,21000,108032,90837,21878,22.6,0.0,14.5,27.6
416,2023년 06월 04일,서구,120664,105212,28539,128386,111165,29790,22.6,0.0,14.5,27.6
417,2023년 06월 04일,중구,74180,65945,13880,79453,69873,14530,22.6,0.0,14.5,27.6
418,2023년 06월 04일,대덕구,37101,32386,6627,39419,33991,6953,22.6,0.0,14.5,27.6
419,2023년 06월 04일,유성구,79086,73653,15717,84209,77838,16518,22.6,0.0,14.5,27.6
420,2023년 06월 05일,동구,156188,136658,39257,164337,142742,40697,21.5,0.0,14.5,26.2
421,2023년 06월 05일,서구,220750,192343,52617,231077,200495,54375,21.5,0.0,14.5,26.2
422,2023년 06월 05일,중구,119158,108279,26112,126480,113398,27158,21.5,0.0,14.5,26.2
423,2023년 06월 05일,대덕구,76295,67897,15430,80581,70842,15968,21.5,0.0,14.5,26.2
424,2023년 06월 05일,유성구,138137,124795,29975,145899,131058,31368,21.5,0.0,14.5,26.2
425,2023년 06월 06일,동구,104815,91273,23346,109849,95205,24232,21.4,0.0,14.5,28.6
426,2023년 06월 06일,서구,127666,110834,29716,135561,116915,31003,21.4,0.0,14.5,28.6
427,2023년 06월 06일,중구,76475,68721,15034,81615,72461,15666,21.4,0.0,14.5,28.6
428,2023년 06월 06일,대덕구,42738,38020,8066,45143,39725,8439,21.4,0.0,14.5,28.6
429,2023년 06월 06일,유성구,79275,72805,15466,84504,77038,16215,21.4,0.0,14.5,28.6
430,2023년 06월 07일,동구,156180,137531,41387,164912,144014,42985,21.7,0.0,14.6,28.0
431,2023년 06월 07일,서구,229979,198923,55680,240821,207237,57430,21.7,0.0,14.6,28.0
432,2023년 06월 07일,중구,119809,108989,27112,128051,114470,28409,21.7,0.0,14.6,28.0
433,2023년 06월 07일,대덕구,80603,72563,16816,85339,75817,17386,21.7,0.0,14.6,28.0
434,2023년 06월 07일,유성구,144782,130868,31949,152864,137213,33329,21.7,0.0,14.6,28.0
435,2023년 06월 08일,동구,151330,133688,40107,159508,139811,41615,22.3,0.3,14.6,29.2
436,2023년 06월 08일,서구,224998,195331,53899,235377,203315,55530,22.3,0.3,14.6,29.2
437,2023년 06월 08일,중구,119876,108613,26450,128011,114067,27686,22.3,0.3,14.6,29.2
438,2023년 06월 08일,대덕구,81064,71989,16791,85803,75142,17321,22.3,0.3,14.6,29.2
439,2023년 06월 08일,유성구,143786,129896,31067,151824,136245,32379,22.3,0.3,14.6,29.2
440,2023년 06월 09일,동구,161523,142605,40874,170311,149146,42466,23.2,0.3,14.6,29.9
441,2023년 06월 09일,서구,233658,202789,55985,244933,211398,57831,23.2,0.3,14.6,29.9
442,2023년 06월 09일,중구,126482,115039,27608,135340,121004,28907,23.2,0.3,14.6,29.9
443,2023년 06월 09일,대덕구,80624,71497,16011,85334,74733,16572,23.2,0.3,14.6,29.9
444,2023년 06월 09일,유성구,148269,133289,31408,156772,140061,32764,23.2,0.3,14.6,29.9
445,2023년 06월 10일,동구,124631,110590,27962,129399,114234,28823,23.3,1.3,14.6,29.3
446,2023년 06월 10일,서구,163023,140676,37395,171305,146909,38643,23.3,1.3,14.6,29.3
447,2023년 06월 10일,중구,95493,87036,18674,100628,90944,19407,23.3,1.3,14.6,29.3
448,2023년 06월 10일,대덕구,52765,46149,9562,55529,48025,9916,23.3,1.3,14.6,29.3
449,2023년 06월 10일,유성구,95928,87530,19114,101051,91776,19951,23.3,1.3,14.6,29.3
450,2023년 06월 11일,동구,96116,81697,20104,100313,84870,20867,23.5,0.0,14.6,30.2
451,2023년 06월 11일,서구,113419,98709,26083,119877,103640,27065,23.5,0.0,14.6,30.2
452,2023년 06월 11일,중구,68627,61149,13238,72495,63988,13794,23.5,0.0,14.6,30.2
453,2023년 06월 11일,대덕구,36254,31837,6128,38152,33137,6385,23.5,0.0,14.6,30.2
454,2023년 06월 11일,유성구,67200,63050,13768,70985,66240,14372,23.5,0.0,14.6,30.2
455,2023년 06월 12일,동구,152274,133626,40235,160827,139909,41817,23.3,0.0,14.6,32.0
456,2023년 06월 12일,서구,223162,193764,54350,233577,201744,56154,23.3,0.0,14.6,32.0
457,2023년 06월 12일,중구,117986,106513,26634,126223,111939,27873,23.3,0.0,14.6,32.0
458,2023년 06월 12일,대덕구,78438,70550,16550,83198,73818,17127,23.3,0.0,14.6,32.0
459,2023년 06월 12일,유성구,141832,128122,31146,149768,134369,32520,23.3,0.0,14.6,32.0
460,2023년 06월 13일,동구,152874,134792,40833,161329,141024,42399,22.8,0.0,14.6,30.1
461,2023년 06월 13일,서구,228886,198811,55448,239270,206672,57131,22.8,0.0,14.6,30.1
462,2023년 06월 13일,중구,120209,108386,27084,128395,113840,28326,22.8,0.0,14.6,30.1
463,2023년 06월 13일,대덕구,81641,73242,17397,86582,76575,17987,22.8,0.0,14.6,30.1
464,2023년 06월 13일,유성구,145906,131118,31926,153871,137440,33251,22.8,0.0,14.6,30.1
465,2023년 06월 14일,동구,148778,131356,39300,157417,137838,40881,22.6,0.0,14.6,30.2
466,2023년 06월 14일,서구,231145,200601,56042,241761,208736,57819,22.6,0.0,14.6,30.2
467,2023년 06월 14일,중구,120143,108701,26572,128463,114162,27867,22.6,0.0,14.6,30.2
468,2023년 06월 14일,대덕구,79578,71045,16684,84662,74491,17308,22.6,0.0,14.6,30.2
469,2023년 06월 14일,유성구,147682,132819,32446,155722,139134,33842,22.6,0.0,14.6,30.2
470,2023년 06월 15일,동구,152833,134224,39808,161166,140375,41304,22.3,0.0,14.6,30.6
471,2023년 06월 15일,서구,227682,197809,54818,237959,205727,56472,22.3,0.0,14.6,30.6
472,2023년 06월 15일,중구,121862,110821,27446,129883,116147,28633,22.3,0.0,14.6,30.6
473,2023년 06월 15일,대덕구,79493,70683,16439,84339,73916,17006,22.3,0.0,14.6,30.6
474,2023년 06월 15일,유성구,144488,130441,30942,152352,136566,32196,22.3,0.0,14.6,30.6
475,2023년 06월 16일,동구,158835,140073,39252,167295,146371,40794,24.4,0.0,14.6,34.6
476,2023년 06월 16일,서구,234132,203803,55946,244842,212028,57648,24.4,0.0,14.6,34.6
477,2023년 06월 16일,중구,126869,116256,27458,135316,121956,28677,24.4,0.0,14.6,34.6
478,2023년 06월 16일,대덕구,81132,71280,16548,85585,74347,17090,24.4,0.0,14.6,34.6
